Step,Loss
2280,1.4026
2290,1.5857
2300,1.3927
2310,1.3782
2320,1.447
2330,1.4469
2340,1.424
2350,1.4671
2360,1.5656
2370,1.4425
2380,1.4435
2390,1.3763
2400,1.395
2410,1.386
2420,1.417
2430,1.4329
2440,1.436
2450,1.451
2460,1.3598
2470,1.4214
2480,1.5739
2490,1.3198
2500,1.3979
2510,1.5371
2520,1.4192
2530,1.4909
2540,1.4579
2550,1.3808
2560,1.3706
2570,1.3723
2580,1.4521
2590,1.4439
2600,1.492
2610,1.4904
2620,1.385
2630,1.4921
2640,1.4838
2650,1.4173
2660,1.5
2670,1.4786
2680,1.4141
2690,1.3349
2700,1.3258
2710,1.4133
2720,1.4192
2730,1.3342
2740,1.4322
2750,1.3835
2760,1.503
2770,1.3369
2780,1.4813
2790,1.3722
2800,1.4724
2810,1.3547
2820,1.3681
2830,1.5127
2840,1.432
2850,1.2919
2860,1.2936
2870,1.5164
2880,1.4322
2890,1.3692
2900,1.4332
2910,1.4935
2920,1.4773
2930,1.4253
2940,1.3814
2950,1.4035
2960,1.3905
2970,1.2685
2980,1.38
2990,1.4911
3000,1.5654
3010,1.415
3020,1.4129
3030,1.482
3040,1.2631
3050,1.4501
3060,1.4604
3070,1.3618
3080,1.4615
3090,1.369
3100,1.3287
3110,1.3793
3120,1.3706
3130,1.3886
3140,1.3726
3150,1.5541
3160,1.288
3170,1.3574
3180,1.3608
3190,1.439
3200,1.2447
3210,1.3275
3220,1.4184
3230,1.3062
3240,1.3625
3250,1.4034
3260,1.3647
3270,1.2663
3280,1.3308
3290,1.3774
3300,1.3396
3310,1.4349
3320,1.3319
3330,1.4129
3340,1.3378
3350,1.233
3360,1.3905
3370,1.3683
3380,1.3782
3390,1.3408
3400,1.3262
3410,1.4584
3420,1.3955
3430,1.3368
3440,1.4742
3450,1.3016
3460,1.2902
3470,1.495
3480,1.3202
3490,1.3986
3500,1.3707
3510,1.2869
3520,1.3457
3530,1.3365
3540,1.3764
3550,1.3653
3560,1.295
3570,1.3588
3580,1.2902
3590,1.3083
3600,1.4226
3610,1.3148
3620,1.3735
3630,1.4739
3640,1.2614
3650,1.3824
3660,1.3472
3670,1.3542
3680,1.3715
3690,1.3932
3700,1.3625
3710,1.3339
3720,1.3311
3730,1.4197
3740,1.2965
3750,1.3645
3760,1.4364
3770,1.3671
3780,1.5199
3790,1.3409
3800,1.3481
3810,1.2859
3820,1.2535
3830,1.4969
3840,1.2801
3850,1.3323
3860,1.2653
3870,1.386
3880,1.3219
3890,1.3864
3900,1.3582
3910,1.4161
3920,1.3525
3930,1.3386
3940,1.3362
3950,1.3805
3960,1.3289
3970,1.4407
3980,1.299
3990,1.2337
4000,1.273
4010,1.3632
4020,1.3122
4030,1.3002
4040,1.3052
4050,1.371
4060,1.2616
4070,1.398
4080,1.2673
4090,1.4306
4100,1.3447
4110,1.3246
4120,1.4395
4130,1.3631
4140,1.3542
4150,1.3415
4160,1.4654
4170,1.437
4180,1.4036
4190,1.3351
4200,1.3839
4210,1.1998
4220,1.2716
4230,1.3404
4240,1.3263
4250,1.2887
4260,1.266
4270,1.2311
4280,1.3425
4290,1.2428
4300,1.3439
4310,1.2519
4320,1.3846
4330,1.2828
4340,1.3473
4350,1.3267
4360,1.2708
4370,1.1897
4380,1.3974
4390,1.3736
4400,1.3115
4410,1.3896
4420,1.3763
4430,1.275
4440,1.223
4450,1.3536
4460,1.4012
4470,1.2652
4480,1.2809
4490,1.3309
4500,1.3329
4510,1.3538
4520,1.4467
4530,1.3335
4540,1.3341
4550,1.3624
4560,1.2809
4570,1.3545
4580,1.343
4590,1.2938
4600,1.3282
4610,1.3985
4620,1.4382
4630,1.2932
4640,1.3684
4650,1.3866
4660,1.313
4670,1.3725
4680,1.2846
4690,1.365
4700,1.2908
4710,1.3147
4720,1.3137
4730,1.3347
4740,1.3044
4750,1.2815
4760,1.2715
4770,1.376
4780,1.4468
4790,1.2636
4800,1.4464
4810,1.1701
4820,1.2661
4830,1.3005
4840,1.296
4850,1.3163
4860,1.3647
4870,1.2928
4880,1.3645
4890,1.3229
4900,1.2989
4910,1.2885
4920,1.3473
4930,1.2838
4940,1.1563
4950,1.37
4960,1.2876
4970,1.342
4980,1.37
4990,1.3831
5000,1.2444
5010,1.2671
5020,1.3267
5030,1.2894
5040,1.2798
5050,1.2551
5060,1.257
5070,1.1871
5080,1.43
5090,1.3516
5100,1.4387
5110,1.3913
5120,1.2675
5130,1.3555
5140,1.2638
5150,1.3196
5160,1.3235
5170,1.3179
5180,1.3761
5190,1.4171
5200,1.2604
5210,1.2646
5220,1.2418
5230,1.2311
5240,1.368
5250,1.1853
5260,1.387
5270,1.2856
5280,1.3485
5290,1.3057
5300,1.3316
5310,1.3907
5320,1.2682
5330,1.3522
5340,1.4268
5350,1.3335
5360,1.3245
5370,1.2874
5380,1.2525
5390,1.283
5400,1.41
5410,1.2417
5420,1.3705
5430,1.1837
5440,1.3519
5450,1.2346
5460,1.2956
5470,1.4095
5480,1.276
5490,1.3911
5500,1.2453
5510,1.2737
5520,1.3399
5530,1.2888
5540,1.3292
5550,1.2158
5560,1.2897
5570,1.1854
5580,1.2857
5590,1.2873
5600,1.2621
5610,1.2617
5620,1.2346
5630,1.233
5640,1.3737
5650,1.3138
5660,1.3069
5670,1.3182
5680,1.2325
5690,1.2784
5700,1.3114
5710,1.2666
5720,1.2604
5730,1.3443
5740,1.4124
5750,1.3023
5760,1.2751
5770,1.314
5780,1.284
5790,1.3023
5800,1.3195
5810,1.2951
5820,1.2489
5830,1.3854
5840,1.3056
5850,1.2278
5860,1.2968
5870,1.2817
5880,1.2245
5890,1.26
5900,1.3012
5910,1.2933
5920,1.2585
5930,1.341
5940,1.3469
5950,1.3385
5960,1.2465
5970,1.3261
5980,1.4231
5990,1.2558
6000,1.3329
6010,1.2673
6020,1.3103
6030,1.2743
6040,1.3606
6050,1.3501
6060,1.2176
6070,1.2554
6080,1.2896
6090,1.2782
6100,1.3124
6110,1.1699
6120,1.3275
6130,1.2203
6140,1.2653
6150,1.1876
6160,1.2286
6170,1.2906
6180,1.3205
6190,1.322
6200,1.2708
6210,1.2994
6220,1.209
6230,1.2561
6240,1.2643
6250,1.1795
6260,1.2902
6270,1.4422
6280,1.2127
6290,1.2026
6300,1.3215
6310,1.3132
6320,1.1416
6330,1.1969
6340,1.1825
6350,1.301
6360,1.2556
6370,1.2783
6380,1.2487
6390,1.3424
6400,1.3573
6410,1.3133
6420,1.3091
6430,1.249
6440,1.3472
6450,1.2886
6460,1.2647
6470,1.323
6480,1.3011
6490,1.2938
6500,1.2261
6510,1.2708
6520,1.2912
6530,1.2131
6540,1.3064
6550,1.2565
6560,1.2015
6570,1.2768
6580,1.2466
6590,1.3264
6600,1.2555
6610,1.2411
6620,1.2261
6630,1.3292
6640,1.3642
6650,1.2631
6660,1.3037
6670,1.3662
6680,1.272
6690,1.2635
6700,1.2594
6710,1.2727
6720,1.2634
6730,1.2812
6740,1.3778
6750,1.2632
6760,1.3298
6770,1.2966
6780,1.2395
6790,1.2999
6800,1.2398
6810,1.2694
6820,1.2953
6830,1.2337
6840,1.3097
6850,1.2811
6860,1.2231
6870,1.296
6880,1.3152
6890,1.3036
6900,1.2549
6910,1.2722
6920,1.3709
6930,1.221
6940,1.2215
6950,1.3244
6960,1.1739
6970,1.2887
6980,1.2222
6990,1.2923
7000,1.271
7010,1.2733
7020,1.3359
7030,1.2771
7040,1.2893
7050,1.1946
7060,1.2331
7070,1.2183
7080,1.1406
7090,1.2498
7100,1.2186
7110,1.2532
7120,1.2642
7130,1.2902
7140,1.2491
7150,1.2773
7160,1.3278
7170,1.3408
7180,1.2784
7190,1.3536
7200,1.2635
7210,1.2714
7220,1.2838
7230,1.3196
7240,1.4119
7250,1.2575
7260,1.3038
7270,1.2021
7280,1.3373
7290,1.2139
7300,1.2931
7310,1.3068
7320,1.3221
7330,1.3564
7340,1.2224
7350,1.2238
7360,1.2766
7370,1.264
7380,1.2967
7390,1.2109
7400,1.2775
7410,1.2997
7420,1.2492
7430,1.2056
7440,1.1774
7450,1.2298
7460,1.2663
7470,1.3335
7480,1.2212
7490,1.2952
7500,1.2505
7510,1.2073
7520,1.2538
7530,1.26
7540,1.278
7550,1.214
7560,1.2897
7570,1.2052
7580,1.2514
7590,1.2113
7600,1.2928
7610,1.1879
7620,1.4146
7630,1.1303
7640,1.2138
7650,1.3128
7660,1.2823
7670,1.1723
7680,1.2681
7690,1.1971
7700,1.3046
7710,1.2463
7720,1.2868
7730,1.2766
7740,1.2083
7750,1.2875
7760,1.2398
7770,1.257
7780,1.2655
7790,1.262
7800,1.4092
7810,1.2322
7820,1.2691
7830,1.3565
7840,1.2711
7850,1.2532
7860,1.2198
7870,1.2001
7880,1.2508
7890,1.2055
7900,1.2397
7910,1.2553
7920,1.2345
7930,1.2008
7940,1.3318
7950,1.3139
7960,1.3279
7970,1.2307
7980,1.2324
7990,1.2676
8000,1.2292
8010,1.2655
8020,1.2148
8030,1.2431
8040,1.2579
8050,1.1844
8060,1.2892
8070,1.3011
8080,1.202
8090,1.2333
8100,1.2716
8110,1.2227
8120,1.32
8130,1.2183
8140,1.212
8150,1.2397
8160,1.1712
8170,1.2706
8180,1.328
8190,1.2236
8200,1.2438
8203,1.1471
8213,1.1375
8223,1.2559
8233,1.1684
8243,1.2521
8253,1.2442
8263,1.1947
8273,1.1939
8283,1.3019
8293,1.2148
8303,1.1864
8313,1.2154
8323,1.2139
8333,1.2269
8343,1.1938
8353,1.2425
8363,1.1813
8373,1.2379
8383,1.318
8393,1.2583
8403,1.1963
8413,1.1821
8423,1.2851
8433,1.1711
8443,1.1239
8453,1.2187
8463,1.1557
8473,1.1527
8483,1.167
8493,1.27
8503,1.1867
8513,1.2445
8523,1.1505
8533,1.1948
8543,1.2285
8553,1.2395
8563,1.2634
8573,1.1658
8583,1.2539
8593,1.2604
8603,1.2552
8613,1.2612
8623,1.1137
8633,1.2655
8643,1.2679
8653,1.1817
8663,1.1572
8673,1.3424
8683,1.134
8693,1.2198
8703,1.2369
8713,1.3334
8723,1.2164
8733,1.2637
8743,1.3333
8753,1.2363
8763,1.2959
8773,1.15
8783,1.1992
8793,1.2161
8803,1.1595
8813,1.1878
8823,1.2194
8833,1.2616
8843,1.2035
8853,1.2734
8863,1.2087
8873,1.1615
8883,1.2421
8893,1.1789
8903,1.2185
8913,1.186
8923,1.2136
8933,1.2235
8943,1.1609
8953,1.2725
8963,1.2072
8973,1.2514
8983,1.212
8993,1.2676
9003,1.1441
9013,1.2296
9023,1.1529
9033,1.158
9043,1.1907
9053,1.2381
9063,1.2168
9073,1.1654
9083,1.2005
9093,1.269
9103,1.2328
9113,1.2958
9123,1.1956
9133,1.2622
9143,1.2583
9153,1.1994
9163,1.1963
9173,1.0961
9183,1.2587
9193,1.2617
9203,1.1572
9213,1.2486
9223,1.2255
9233,1.2323
9243,1.2635
9253,1.2713
9263,1.153
9273,1.2581
9283,1.248
9293,1.2272
9303,1.2098
9313,1.2582
9323,1.1906
9333,1.1732
9343,1.229
9353,1.3306
9363,1.1626
9373,1.2328
9383,1.1911
9393,1.2182
9403,1.1026
9413,1.2573
9423,1.2787
9433,1.3374
9443,1.2686
9453,1.1616
9463,1.2489
9473,1.2858
9483,1.1697
9493,1.1901
9503,1.201
9513,1.2589
9523,1.0961
9533,1.2746
9543,1.1641
9553,1.2664
9563,1.189
9573,1.2009
9583,1.1565
9593,1.2181
9603,1.2736
9613,1.221
9623,1.2386
9633,1.2152
9643,1.1942
9653,1.149
9663,1.2446
9673,1.0867
9683,1.2164
9693,1.2439
9703,1.1554
9713,1.2833
9723,1.2626
9733,1.107
9743,1.2378
9753,1.2058
9763,1.1309
9773,1.226
9783,1.3013
9793,1.2391
9803,1.2839
9813,1.0482
9823,1.2864
9833,1.1761
9843,1.2154
9853,1.2544
9863,1.2458
9873,1.1677
9883,1.2001
9893,1.267
9903,1.1128
9913,1.1863
9923,1.2277
9933,1.2323
9943,1.2266
9953,1.2474
9963,1.2048
9973,1.2662
9983,1.1457
9993,1.292
10003,1.3215
10013,1.261
10023,1.2317
10033,1.1581
10043,1.2238
10053,1.2136
10063,1.1561
10073,1.1352
10083,1.1611
10093,1.2188
10103,1.2632
10113,1.1993
10123,1.2014
10133,1.1904
10143,1.195
10153,1.1668
10163,1.2111
10173,1.1561
10183,1.2081
10193,1.1781
10203,1.1593
10213,1.2068
10223,1.2566
10233,1.2259
10243,1.167
10253,1.2744
10263,1.1946
10273,1.2181
10283,1.1808
10293,1.0847
10303,1.2401
10313,1.1449
10323,1.1843
10333,1.1551
10343,1.2608
10353,1.1845
10363,1.2628
10373,1.1495
10383,1.2007
10393,1.1732
10403,1.2212
10413,1.1674
10423,1.2466
10433,1.2393
10443,1.2592
10453,1.1698
10463,1.2011
10473,1.2098
10483,1.233
10493,1.1864
10503,1.1099
10513,1.2332
10523,1.2003
10533,1.1704
10543,1.205
10553,1.2618
10563,1.1824
10573,1.2279
10583,1.2471
10593,1.2576
10603,1.1708
10613,1.1794
10623,1.1829
10633,1.1635
10643,1.1315
10653,1.1758
10663,1.3033
10673,1.2556
10683,1.2679
10693,1.2174
10703,1.1575
10713,1.2211
10723,1.1689
10733,1.2132
10743,1.2808
10753,1.1722
10763,1.2187
10773,1.1874
10783,1.2556
10793,1.1489
10803,1.1664
10813,1.2844
10823,1.2735
10833,1.2252
10843,1.2179
10853,1.1759
10863,1.0595
10873,1.1744
10883,1.2111
10893,1.1945
10903,1.2214
10913,1.1579
10923,1.2356
10933,1.161
10943,1.1714
10953,1.3146
10963,1.2121
10973,1.1363
10983,1.1731
10993,1.1595
11003,1.1698
11013,1.3147
11023,1.1862
11033,1.2195
11043,1.1867
11053,1.1914
11063,1.1849
11073,1.1801
11083,1.1983
11093,1.1888
11103,1.2844
11113,1.1719
11123,1.2316
11133,1.2199
11143,1.1734
11153,1.1576
11163,1.1666
11173,1.1608
11183,1.2458
11193,1.1399
11203,1.2286
11213,1.2328
11223,1.2458
11233,1.1622
11243,1.2163
11253,1.2652
11263,1.1345
11273,1.1793
11283,1.2215
11293,1.1439
11303,1.227
11313,1.1596
11323,1.1305
11333,1.2125
11343,1.0401
11353,1.1983
11363,1.218
11373,1.1792
11383,1.2106
11393,1.1714
11403,1.1309
11413,1.1936
11423,1.2555
11433,1.2019
11443,1.2388
11453,1.0953
11463,1.1602
11473,1.2387
11483,1.1394
11493,1.2185
11503,1.2437
11513,1.2
11523,1.1188
11533,1.1549
11543,1.1555
11553,1.1602
11563,1.111
11573,1.2052
11583,1.1344
11593,1.1696
11603,1.1593
11613,1.203
11623,1.1365
11633,1.2088
11643,1.2606
11653,1.213
11663,1.2856
11673,1.171
11683,1.1673
11693,1.2793
11703,1.209
11713,1.1831
11723,1.1199
11733,1.2044
11743,1.1957
11753,1.122
11763,1.1937
11773,1.221
11783,1.2185
11793,1.1137
11803,1.1796
11813,1.2313
11823,1.1792
11833,1.307
11843,1.3152
11853,1.1412
11863,1.1497
11873,1.2991
11883,1.2762
11893,1.1944
11903,1.1297
11913,1.1789
11923,1.1111
11933,1.1643
11943,1.1507
11953,1.2609
11963,1.2063
11973,1.1816
11983,1.1555
11993,1.1385
12003,1.1815
12013,1.1639
12023,1.1923
12033,1.1846
12043,1.2536
12053,1.1502
12063,1.1649
12073,1.1971
12083,1.2536
12093,1.1893
12103,1.2489
12113,1.1123
12123,1.2302
12133,1.1528
12143,1.2037
12153,1.1963
12163,1.218
12173,1.1949
12183,1.2102
12193,1.1319
12203,1.2227
12213,1.1603
12223,1.1476
12233,1.1416
12243,1.1845
12253,1.1672
12263,1.1078
12273,1.241
12283,1.2126
12293,1.2101
12303,1.1159
12313,1.2068
12323,1.1275
12333,1.2615
12343,1.2089
12353,1.2025
12363,1.3363
12373,1.1816
12383,1.2547
12393,1.1528
12403,1.3379
12413,1.2647
12423,1.1649
12433,1.1733
12443,1.1861
12453,1.1835
12463,1.2289
12473,1.1456
12483,1.1164
12493,1.1294
12503,1.2213
12513,1.1339
12523,1.1523
12533,1.1949
12543,1.1613
12553,1.1729
12563,1.1685
12573,1.1565
12583,1.1455
12593,1.1605
12603,1.1614
12613,1.1537
12623,1.1761
12633,1.1425
12643,1.1903
12653,1.1812
12663,1.2153
12673,1.1431
12683,1.1322
12693,1.1474
12703,1.1639
12713,1.3549
12723,1.2093
12733,1.2413
12743,1.1338
12753,1.1538
12763,1.1421
12773,1.1781
12783,1.1216
12793,1.0113
12803,1.2255
12813,1.0849
12823,1.1695
12833,1.2183
12843,1.2521
12853,1.1396
12863,1.2732
12873,1.2286
12883,1.1988
12893,1.1644
12903,1.158
12913,1.259
12923,1.185
12933,1.1538
12943,1.1919
12953,1.2285
12963,1.1287
12973,1.2208
12983,1.1601
12993,1.2348
13003,1.2246
13013,1.1651
13023,1.1778
13033,1.1858
13043,1.2075
13053,1.1445
13063,1.1254
13073,1.1185
13083,1.0696
13093,1.214
13103,1.2142
13113,1.1755
13123,1.1599
13133,1.0788
13143,1.1623
13153,1.2397
13163,1.2203
13173,1.0755
13183,1.1536
13193,1.2265
13203,1.2371
13213,1.1616
13223,1.2875
13233,1.2006
13243,1.2103
13253,1.2165
13263,1.2136
13273,1.2761
13283,1.2451
13293,1.1911
13303,1.1397
13313,1.2413
13323,1.2082
13333,1.1587
13343,1.1029
13353,1.2397
13363,1.163
13373,1.2109
13383,1.1246
13393,1.101
13403,1.1645
13413,1.1522
13423,1.2061
13433,1.1548
13443,1.1169
13453,1.2181
13463,1.2926
13473,1.1905
13483,1.1774
13493,1.1939
13503,1.1128
13513,1.1647
13523,1.1426
13533,1.1161
13543,1.2254
13553,1.1591
13563,1.2082
13573,1.1669
13583,1.1418
13593,1.2355
13603,1.1936
13613,1.1496
13623,1.2105
13633,1.1228
13643,1.1643
13653,1.1428
13663,1.1762
13673,1.2202
13683,1.2261
13693,1.1034
13703,1.1379
13713,1.1891
13723,1.2646
13733,1.0653
13743,1.1743
13753,1.1774
13763,1.125
13773,1.1778
13783,1.1426
13793,1.1316
13803,1.1994
13813,1.1276
13823,1.0816
13833,1.1741
13843,1.2055
13853,1.1711
13863,1.1947
13873,1.1368
13883,1.1789
13893,1.2123
13903,1.1286
13913,1.1911
13923,1.1932
13933,1.2411
13943,1.2145
13953,1.1335
13963,1.1917
13973,1.2556
13983,1.1869
13993,1.1598
14003,1.0891
14013,1.0599
14023,1.1837
14033,1.1952
14043,1.2268
14053,1.1467
14063,1.2751
14073,1.1829
14083,1.1847
14093,1.0843
14103,1.1649
14113,1.2227
14123,1.1268
14133,1.1765
14143,1.1853
14153,1.149
14163,1.2132
14173,1.1742
14183,1.1067
14193,1.1291
14203,1.1432
14213,1.2392
14223,1.1239
14233,1.1333
14243,1.2482
14253,1.267
14263,1.1211
14273,1.1638
14283,1.1837
14293,1.1755
14303,1.1629
14313,1.3386
14323,1.2412
14333,1.2299
14343,1.1226
14353,1.0785
14363,1.2621
14373,1.2336
14383,1.2358
14393,1.1455
14403,1.0982
14413,1.175
14423,1.1638
14433,1.1578
14443,1.1654
14453,1.1672
14463,1.2351
14473,1.19
14483,1.1047
14493,1.2927
14503,1.1409
14513,1.2263
14523,1.1092
14533,1.2178
14543,1.2076
14553,1.1997
14563,1.2004
14573,1.1395
14583,1.1488
14593,1.1121
14603,1.1356
14613,1.1487
14623,1.1077
14633,1.2404
14643,1.1604
14653,1.2124
14663,1.0958
14673,1.211
14683,1.1027
14693,1.1892
14703,1.2038
14713,1.125
14723,1.1588
14733,1.2378
14743,1.1355
14753,1.1834
14763,1.1218
14773,1.1245
14783,1.184
14793,1.1413
14803,1.1674
14813,1.2149
14823,1.1324
14833,1.1244
14843,1.1278
14853,1.1878
14863,1.188
14873,1.1751
14883,1.1198
14893,1.2172
14903,1.1312
14913,1.1503
14923,1.2253
14933,1.1828
14943,1.2107
14953,1.1754
14963,1.1786
14973,1.2222
14983,1.1737
14993,1.2189
15003,1.1742
15013,1.1773
15023,1.2925
15033,1.1527
15043,1.1293
15053,1.2282
15063,1.2391
15073,1.2503
15083,1.2413
15093,1.09
15103,1.1622
15113,1.206
15123,1.2246
15133,1.0954
15143,1.1775
15153,1.1672
15163,1.1544
15173,1.1301
15183,1.1736
15193,1.1397
15203,1.1803
15213,1.1151
15223,1.1583
15233,1.133
15243,1.1894
15253,1.1178
15263,1.2389
15273,1.2141
15283,1.22
15293,1.1007
15303,1.2851
15313,1.2178
15323,1.1341
15333,1.2143
15343,1.1815
15353,1.1684
15363,1.1563
15373,1.1645
15383,1.1288
15393,1.1953
15403,1.1882
15413,1.1983
15423,1.1819
15433,1.1672
15443,1.0931
15453,1.0935
15463,1.2459
15473,1.1218
15483,1.2245
15493,1.1249
15503,1.1172
15513,1.1728
15523,1.223
15533,1.1263
15543,1.2253
15553,1.1391
15563,1.1254
15573,1.1589
15583,1.2535
15593,1.1982
15603,1.1591
15613,1.1034
15623,1.1754
15633,1.1808
15643,1.1818
15653,1.2634
15663,1.1441
15673,1.1861
15683,1.1657
15693,1.163
15703,1.1669
15713,1.1188
15723,1.1401
15733,1.1383
15743,1.1153
15753,1.1071
15763,1.1776
15773,1.1613
15783,1.2363
15793,1.1846
15803,1.2894
15813,1.1378
15823,1.2639
15833,1.153
15843,1.1066
15853,1.1895
15863,1.2191
15873,1.1787
15883,1.0541
15893,1.1603
15903,1.1332
15913,1.1095
15923,1.0745
15933,1.1355
15943,1.2336
15953,1.2097
15963,1.2379
15973,1.1114
15983,1.172
15993,1.1908
16003,1.21
16013,1.2157
16023,1.2293
16033,1.146
16043,1.1292
16053,1.2734
16063,1.1076
16073,1.1217
16083,1.1759
16093,1.2008
16103,1.1337
16113,1.0759
16123,1.2118
16133,1.2497
16143,1.1654
16153,1.1689
16163,1.2053
16173,1.0886
16183,1.1624
16193,1.1431
16203,1.2844
16213,1.1879
16223,1.0783
16233,1.0786
16243,1.1828
16253,1.1828
16263,1.1541
16273,1.129
16283,1.1369
16293,1.2379
16303,1.1393
16313,1.1805
16323,1.2227
16333,1.2245
16343,1.1688
16353,1.2731
16363,1.2039
16373,1.1123
16383,1.1445
16393,1.2503
16403,1.1569
16406,1.1369
16416,1.2089
16426,1.1183
16436,1.0967
16446,1.1743
16456,1.087
16466,1.1831
16476,1.1559
16486,1.1987
16496,1.1788
16506,1.1811
16516,1.0506
16526,1.0605
16536,1.0571
16546,1.1442
16556,1.186
16566,1.1835
16576,1.1646
16586,1.1506
16596,1.1399
16606,1.189
16616,1.1451
16626,1.1256
16636,1.1157
16646,1.1156
16656,1.2379
16666,1.1182
16676,1.0842
16686,1.2129
16696,1.0827
16706,1.1209
16716,1.1902
16726,1.0782
16736,1.1199
16746,1.1619
16756,1.128
16766,1.0992
16776,1.0823
16786,1.1057
16796,1.119
16806,1.1054
16816,1.0919
16826,1.1036
16836,1.2214
16846,1.0574
16856,1.1402
16866,1.1237
16876,1.088
16886,1.1087
16896,1.1534
16906,1.0572
16916,1.1382
16926,1.1487
16936,1.0723
16946,1.189
16956,1.1325
16966,1.1602
16976,1.1171
16986,1.0584
16996,1.1199
17006,1.08
17016,1.153
17026,1.1056
17036,1.1496
17046,1.1533
17056,1.1541
17066,1.1518
17076,1.1605
17086,1.2506
17096,1.0821
17106,1.0529
17116,1.153
17126,1.1586
17136,1.1213
17146,1.0905
17156,1.0962
17166,1.1416
17176,1.1728
17186,1.1731
17196,1.1868
17206,1.1563
17216,1.1626
17226,1.0645
17236,1.178
17246,1.2028
17256,1.1809
17266,1.1108
17276,1.1218
17286,1.204
17296,1.1561
17306,1.0612
17316,1.1491
17326,1.1247
17336,1.2266
17346,1.097
17356,1.1438
17366,1.0714
17376,1.1211
17386,1.1072
17396,1.0976
17406,1.1851
17416,1.1319
17426,1.0861
17436,1.0781
17446,1.2632
17456,1.1749
17466,1.1371
17476,1.06
17486,1.0865
17496,1.1056
17506,1.1174
17516,1.2261
17526,1.195
17536,1.125
17546,1.0607
17556,1.1056
17566,1.0602
17576,1.1133
17586,1.1928
17596,1.1053
17606,1.1226
17616,1.1029
17626,1.1115
17636,1.1566
17646,1.0898
17656,1.123
17666,1.1411
17676,1.1421
17686,1.1572
17696,1.105
17706,1.1676
17716,1.0328
17726,1.0539
17736,1.1284
17746,1.1638
17756,1.1613
17766,1.0699
17776,1.0667
17786,1.2047
17796,1.183
