Step,Loss
17806,1.1032
17816,1.0781
17826,1.1943
17836,1.1227
17846,1.1046
17856,1.1491
17866,1.0625
17876,1.1604
17886,1.0952
17896,1.1116
17906,1.1094
17916,1.1351
17926,1.0876
17936,1.2055
17946,1.1551
17956,1.0752
17966,1.1931
17976,1.0939
17986,1.0553
17996,1.1424
18006,1.1522
18016,1.182
18026,1.104
18036,1.2062
18046,1.1698
18056,1.1791
18066,1.182
18076,1.1693
18086,1.0803
18096,1.142
18106,1.035
18116,1.1285
18126,1.1289
18136,1.1139
18146,1.1847
18156,1.2386
18166,1.1315
18176,1.138
18186,1.1405
18196,1.0954
18206,1.2113
18216,1.1186
18226,1.1705
18236,1.142
18246,1.1833
18256,1.1528
18266,1.1458
18276,1.2093
18286,1.0844
18296,1.1979
18306,1.1445
18316,1.1933
18326,1.1708
18336,1.0845
18346,1.1658
18356,1.1442
18366,1.1681
18376,1.0958
18386,1.1397
18396,1.1647
18406,1.1412
18416,1.0821
18426,1.2572
18436,1.1277
18446,1.1569
18456,1.1994
18466,1.1215
18476,1.1716
18486,1.0998
18496,1.0902
18506,1.1731
18516,1.2009
18526,1.1939
18536,1.0792
18546,1.1138
18556,1.1342
18566,1.1671
18576,1.0467
18586,1.1349
18596,1.0942
18606,1.1554
18616,1.1286
18626,1.1378
18636,1.1062
18646,1.1632
18656,1.0681
18666,1.0712
18676,1.2458
18686,1.1529
18696,1.1206
18706,1.0506
18716,1.1909
18726,1.093
18736,1.1591
18746,1.0635
18756,1.0388
18766,1.1536
18776,1.1454
18786,1.0827
18796,1.1252
18806,1.1246
18816,1.1868
18826,1.0726
18836,1.1848
18846,1.0859
18856,1.1831
18866,1.2227
18876,1.2169
18886,1.0769
18896,1.1612
18906,1.1571
18916,1.0942
18926,1.1709
18936,1.173
18946,1.021
18956,1.2165
18966,1.1613
18976,1.1663
18986,1.0958
18996,1.0477
19006,1.1068
19016,1.0617
19026,1.2584
19036,1.1612
19046,1.1147
19056,1.1458
19066,1.2055
19076,1.1558
19086,1.1665
19096,1.1676
19106,1.0872
19116,1.0803
19126,1.2073
19136,1.173
19146,1.1175
19156,1.1296
19166,1.1047
19176,1.1021
19186,1.0983
19196,1.1748
19206,1.0586
19216,1.1717
19226,1.1267
19236,1.0947
19246,1.1027
19256,1.1635
19266,1.2205
19276,1.1573
19286,1.081
19296,1.0584
19306,1.0968
19316,1.0822
19326,1.1278
19336,1.1549
19346,1.1526
19356,1.1977
19366,1.1063
19376,1.1255
19386,1.1344
19396,1.1322
19406,1.0806
19416,1.1834
19426,1.0199
19436,1.153
19446,1.2177
19456,1.1516
19466,1.1002
19476,1.1167
19486,1.0173
19496,1.097
19506,1.0853
19516,1.0691
19526,1.1847
19536,1.205
19546,1.0954
19556,1.1392
19566,1.1299
19576,1.1292
19586,1.1454
19596,1.1055
19606,1.1428
19616,1.128
19626,1.0665
19636,1.1133
19646,1.0915
19656,1.1325
19666,1.0626
19676,1.1755
19686,1.1292
19696,1.036
19706,1.107
19716,1.1825
19726,1.137
19736,1.0334
19746,1.1782
19756,1.1131
19766,1.1586
19776,1.1191
19786,1.0647
19796,1.1936
19806,1.0066
19816,1.0845
19826,1.1485
19836,1.1299
19846,1.1767
19856,1.173
19866,1.1608
19876,1.0253
19886,1.1233
19896,1.1479
19906,1.0918
19916,1.0702
19926,1.1588
19936,1.1623
19946,1.0606
19956,1.2454
19966,1.1328
19976,1.1632
19986,1.1518
19996,1.0818
20006,1.2645
20016,1.1274
20026,1.1653
20036,1.0699
20046,1.0782
20056,1.1132
20066,1.1639
20076,1.0792
20086,1.1787
20096,1.0925
20106,1.2026
20116,1.1457
20126,1.1916
20136,1.1395
20146,1.2361
20156,1.1157
20166,1.1021
20176,1.1505
20186,1.1372
20196,1.1238
20206,1.0654
20216,1.0892
20226,1.1433
20236,1.1161
20246,1.1896
20256,1.1197
20266,1.128
20276,1.1083
20286,1.0707
20296,1.1418
20306,1.0915
20316,1.0854
20326,1.1117
20336,1.1583
20346,1.059
20356,1.1287
20366,1.1526
20376,1.1405
20386,1.2429
20396,1.0876
20406,1.1219
20416,1.1187
20426,1.1356
20436,1.1503
20446,1.0862
20456,1.1941
20466,1.069
20476,1.0983
20486,1.1269
20496,1.1091
20506,1.075
20516,1.1273
20526,1.1783
20536,1.0657
20546,1.1353
20556,1.1236
20566,1.1993
20576,1.1727
20586,1.2059
20596,1.0821
20606,1.1858
20616,1.2546
20626,1.0898
20636,1.175
20646,1.1569
20656,1.1759
20666,1.1921
20676,1.0688
20686,1.0646
20696,1.1304
20706,1.1088
20716,1.0895
20726,1.1856
20736,1.0901
20746,1.1873
20756,1.0795
20766,1.1469
20776,1.1146
20786,1.1879
20796,1.0851
20806,1.1864
20816,1.1189
20826,1.0184
20836,1.141
20846,1.1621
20856,1.1068
20866,1.1757
20876,1.0992
20886,1.1364
20896,1.2036
20906,1.195
20916,1.1089
20926,1.2353
20936,1.0918
20946,1.1718
20956,1.1659
20966,1.1218
20976,1.154
20986,1.0504
20996,1.0733
21006,1.1791
21016,1.1209
21026,1.2172
21036,1.1285
21046,1.1063
21056,1.1987
21066,1.0685
21076,1.1311
21086,1.1256
21096,1.0974
21106,1.169
21116,1.1178
21126,1.1129
21136,1.0781
21146,1.0621
21156,1.137
21166,1.0659
21176,1.1448
21186,1.0906
21196,1.1362
21206,1.1896
21216,1.0925
21226,1.162
21236,1.188
21246,1.0211
21256,1.0946
21266,1.1062
21276,1.0775
21286,1.133
21296,1.2384
21306,1.1735
21316,1.1172
21326,1.1283
21336,1.1614
21346,1.1705
21356,1.2017
21366,1.1528
21376,1.1246
21386,1.0901
21396,1.1409
21406,1.1539
21416,1.2083
21426,1.064
21436,1.1919
21446,1.1687
21456,1.1249
21466,1.1112
21476,1.0783
21486,1.1379
21496,1.0601
21506,1.144
21516,1.0874
21526,1.1041
21536,1.1934
21546,1.0736
21556,1.1663
21566,1.1135
21576,1.0891
21586,1.1382
21596,1.1628
21606,1.1141
21616,1.165
21626,1.1131
21636,1.1427
21646,1.103
21656,1.0973
21666,1.1158
21676,1.0916
21686,1.1969
21696,1.0793
21706,1.2714
21716,1.125
21726,1.097
21736,1.1166
21746,1.1054
21756,1.0729
21766,1.1117
21776,1.1272
21786,1.0819
21796,1.1702
21806,1.1096
21816,1.1051
21826,1.1888
21836,1.0628
21846,1.1234
21856,1.1061
21866,1.0937
21876,1.051
21886,1.0386
21896,1.0362
21906,1.1771
21916,1.1016
21926,1.0919
21936,1.0661
21946,1.1435
21956,1.0561
21966,1.1219
21976,1.132
21986,1.1962
21996,1.0886
22006,1.1629
22016,1.0759
22026,1.0878
22036,1.1612
22046,1.131
22056,1.1025
22066,1.0582
22076,1.0795
22086,1.1412
22096,1.1393
22106,1.1568
22116,1.0993
22126,1.1867
22136,1.1048
22146,1.1248
22156,1.1343
22166,1.1614
22176,1.114
22186,1.138
22196,1.1961
22206,1.1742
22216,1.1073
22226,1.1216
22236,1.1091
22246,1.1455
22256,1.0658
22266,1.1772
22276,1.1417
22286,1.1572
22296,1.1117
22306,1.1652
22316,1.14
22326,1.1511
22336,1.1589
22346,1.1505
22356,1.0869
22366,1.0799
22376,1.1313
22386,1.0729
22396,1.0643
22406,1.2034
22416,1.1028
22426,1.1603
22436,1.1283
22446,1.1019
22456,1.1793
22466,1.2332
22476,1.2254
22486,1.0569
22496,1.1214
22506,1.0584
22516,1.2584
22526,1.1272
22536,1.1517
22546,1.1175
22556,1.1115
22566,1.128
22576,1.0862
22586,1.1576
22596,1.1194
22606,1.1133
22616,1.1384
22626,1.1389
22636,1.1224
22646,1.1795
22656,1.0704
22666,1.1646
22676,1.098
22686,1.1115
22696,1.1402
22706,1.0963
22716,1.0589
22726,1.1399
22736,1.1097
22746,1.2408
22756,1.1122
22766,1.0597
22776,1.1488
22786,1.0391
22796,1.1295
22806,1.1474
22816,1.1367
22826,1.149
22836,1.1848
22846,1.0869
22856,1.1492
22866,1.1512
22876,1.1154
22886,1.1829
22896,1.0711
22906,1.1593
22916,1.2153
22926,1.1012
22936,1.1702
22946,1.167
22956,1.1545
22966,1.1305
22976,1.101
22986,1.0168
22996,1.1083
23006,1.0977
23016,1.1559
23026,1.1816
23036,1.1974
23046,1.0858
23056,1.1254
23066,1.1592
23076,1.0871
23086,1.1373
23096,1.1135
23106,1.1855
23116,1.1799
23126,1.1808
23136,1.1891
23146,1.0928
23156,1.1795
23166,1.1987
23176,1.1468
23186,1.1901
23196,1.1538
23206,1.1308
23216,1.1457
23226,1.1029
23236,1.1387
23246,1.169
23256,1.0832
23266,1.1317
23276,1.0858
23286,1.1541
23296,1.1625
23306,1.1324
23316,1.1533
23326,1.1451
23336,1.1899
23346,1.1629
23356,1.0932
23366,1.1284
23376,1.1268
23386,1.1419
23396,1.1246
23406,1.1266
23416,1.1122
23426,1.2208
23436,1.1191
23446,1.0731
23456,1.048
23466,1.1229
23476,1.1738
23486,1.0726
23496,1.1591
23506,1.1314
23516,1.1364
23526,1.1305
23536,1.029
23546,1.2488
23556,1.0383
23566,1.1713
23576,1.1435
23586,1.081
23596,1.151
23606,1.1836
23616,1.1959
23626,1.1346
23636,1.1838
23646,1.1009
23656,1.0962
23666,1.1823
23676,1.1046
23686,1.0603
23696,1.062
23706,1.0753
23716,1.0583
23726,1.1266
23736,1.1908
23746,1.0753
23756,1.172
23766,1.1356
23776,1.1898
23786,1.2099
23796,1.1034
23806,1.0807
23816,1.1562
23826,1.0995
23836,1.2571
23846,1.149
23856,1.0721
23866,1.138
23876,1.0682
23886,1.1461
23896,1.1112
23906,1.0985
23916,1.1101
23926,1.1426
23936,1.0736
23946,1.1582
23956,1.1655
23966,1.1874
23976,1.1434
23986,1.0997
23996,1.1489
24006,1.1002
24016,1.0939
24026,1.1027
24036,1.1629
24046,1.1843
24056,1.1801
24066,1.1792
24076,1.0762
24086,1.1816
24096,1.0926
24106,1.0415
24116,1.0458
24126,1.1187
24136,1.0835
24146,1.094
24156,1.086
24166,1.2114
24176,1.1829
24186,1.099
24196,1.0541
24206,1.0765
24216,1.0531
24226,1.1459
24236,1.1703
24246,1.0876
24256,1.1347
24266,1.0723
24276,1.2024
24286,1.0495
24296,1.1087
24306,1.1024
24316,1.1945
24326,1.0679
24336,1.1338
24346,1.1162
24356,1.0885
24366,1.1353
24376,1.1108
24386,1.1242
24396,1.1439
24406,1.0681
24416,1.0471
24426,1.1169
24436,1.0929
24446,1.0362
24456,1.1043
24466,1.1624
24476,1.0695
24486,1.0618
24496,1.121
24506,1.0445
24516,1.0906
24526,1.0898
24536,1.1765
24546,1.1084
24556,1.0849
24566,1.0929
24576,1.2246
24586,1.1603
24596,1.1021
24606,1.0976
24609,1.0809
24619,1.0675
24629,1.1721
24639,1.0802
24649,1.1396
24659,1.0606
24669,1.1061
24679,1.0144
24689,1.1103
24699,1.0352
24709,1.0951
24719,1.1012
24729,1.131
24739,1.0426
24749,1.0326
24759,1.111
24769,1.0703
24779,1.1177
24789,1.0457
24799,1.0862
24809,1.0519
24819,1.0637
24829,1.1292
24839,1.0994
24849,1.1519
24859,1.1003
24869,1.0538
24879,1.1464
24889,1.0927
24899,1.0659
24909,1.0796
24919,1.0702
24929,1.0378
24939,1.1241
24949,1.065
24959,1.1956
24969,1.1792
24979,1.1198
24989,1.0901
24999,1.0967
25009,1.1003
25019,1.1061
25029,1.0261
25039,1.0935
25049,1.0864
25059,1.0503
25069,1.0903
25079,1.0987
25089,1.149
25099,1.1895
25109,1.136
25119,1.0917
25129,1.129
25139,1.0722
25149,1.0775
25159,1.0641
25169,1.0242
25179,1.1537
25189,1.0693
25199,1.0795
25209,1.059
25219,1.119
25229,1.1476
25239,1.0765
25249,1.1348
25259,1.1044
25269,1.0808
25279,1.0542
25289,1.132
25299,1.1586
25309,1.0732
25319,1.1294
25329,1.1231
25339,1.1702
25349,1.0286
25359,1.1331
25369,1.0576
25379,1.1889
25389,0.9935
25399,1.1219
25409,1.0634
25419,1.0746
25429,1.1242
25439,1.0038
25449,1.0551
25459,1.128
25469,1.0994
25479,1.1327
25489,1.112
25499,1.0125
25509,1.0718
25519,1.2006
25529,1.1573
25539,1.0865
25549,1.1287
25559,1.0175
25569,1.0813
25579,1.1201
25589,1.0611
25599,0.9581
25609,1.0566
25619,1.0932
25629,1.0542
25639,1.0134
25649,1.1176
25659,1.0657
25669,1.1083
25679,1.0328
25689,1.1129
25699,1.1308
25709,0.9996
25719,1.1301
25729,1.076
25739,1.0557
25749,1.1519
25759,1.0518
25769,1.0949
25779,1.1382
25789,1.0529
25799,1.1021
25809,1.1167
25819,1.056
25829,1.1705
25839,1.1424
25849,1.103
25859,1.1808
25869,1.2008
25879,1.0577
25889,1.124
25899,1.0661
25909,1.0948
25919,1.1228
25929,1.0977
25939,1.0905
25949,1.1097
25959,1.1184
25969,1.1367
25979,1.1239
25989,1.0555
25999,1.0985
26009,1.1741
26019,1.0647
26029,1.068
26039,1.1696
26049,1.0766
26059,1.155
26069,1.0991
26079,1.1606
26089,1.1275
26099,1.0958
26109,0.9762
26119,1.0426
26129,1.0493
26139,1.1513
26149,1.0731
26159,1.1413
26169,1.0942
26179,1.1095
26189,1.0483
26199,1.0803
26209,1.0864
26219,1.0519
26229,1.1099
26239,0.9889
26249,1.1548
26259,1.1435
26269,1.0567
26279,1.1088
26289,1.1913
26299,1.1336
26309,1.0494
26319,1.1301
26329,1.0525
26339,1.1045
26349,1.071
26359,1.1298
26369,1.0429
26379,1.1471
26389,1.0663
26399,1.0536
26409,1.0901
26419,1.1243
26429,1.0249
26439,1.1147
26449,1.1068
26459,1.0893
26469,1.0622
26479,1.0988
26489,1.0348
26499,1.0082
26509,1.1868
26519,1.1154
26529,1.0665
26539,1.0136
26549,1.0672
26559,1.1213
26569,1.0805
26579,1.1015
26589,1.1012
26599,1.1092
26609,1.0583
26619,1.0832
26629,1.0907
26639,1.0728
26649,1.1068
26659,1.1891
26669,1.1938
26679,1.142
26689,1.0997
26699,1.1162
26709,1.0861
26719,1.1135
26729,1.0351
26739,1.0971
26749,1.0865
26759,1.1064
26769,1.1527
26779,1.107
26789,1.1275
26799,1.1066
26809,1.1249
26819,1.1561
26829,1.1332
26839,1.0745
26849,1.0916
26859,1.1221
26869,1.0729
26879,1.1752
26889,1.1058
26899,1.1074
26909,1.1765
26919,1.07
26929,1.1239
26939,1.0753
26949,1.0997
26959,1.0994
26969,1.0778
26979,1.157
26989,1.0605
26999,1.1152
27009,1.2165
27019,1.0886
27029,1.0536
27039,1.1452
27049,1.1388
27059,1.1075
27069,1.0856
27079,1.1187
27089,1.0653
27099,1.1127
27109,1.1034
27119,1.0998
27129,1.0083
27139,1.1209
27149,1.0854
27159,1.1452
27169,1.0519
27179,1.0991
27189,1.0982
27199,1.1142
27209,1.0198
27219,1.0643
27229,1.1152
27239,1.0207
27249,1.0632
27259,1.1061
27269,1.1193
27279,1.0793
27289,1.0586
27299,1.0786
27309,1.0929
27319,1.0918
27329,1.0546
27339,1.0526
27349,1.1139
27359,1.0974
27369,1.0576
27379,1.0053
27389,1.0829
27399,1.1968
27409,1.1238
27419,1.1004
27429,1.1392
27439,1.073
27449,1.0917
27459,1.0328
27469,1.0632
27479,1.1428
27489,1.126
27499,1.1103
27509,1.0346
27519,1.199
27529,1.1164
27539,1.1141
27549,1.0432
27559,1.0633
27569,1.1069
27579,1.1075
27589,1.0769
27599,1.1054
27609,1.067
27619,1.0345
27629,1.1161
27639,1.2176
27649,1.0251
27659,1.0964
27669,1.0863
27679,1.1247
27689,1.1406
27699,1.0553
27709,1.0582
27719,1.1038
27729,1.1083
27739,1.1502
27749,1.1774
27759,1.0687
27769,1.0806
27779,1.1686
27789,1.0835
27799,1.0165
27809,1.1422
27819,1.0358
27829,0.9573
27839,1.0954
27849,1.0213
27859,1.1709
27869,1.0922
27879,1.1349
27889,0.9648
27899,1.098
27909,1.0883
27919,1.1296
27929,1.0308
27939,1.1343
27949,1.0085
27959,1.0904
27969,1.1446
27979,1.0927
27989,1.1158
27999,1.0704
28009,1.1228
28019,1.0764
28029,1.1149
28039,1.0827
28049,1.0714
28059,1.0751
28069,1.194
28079,1.11
28089,1.1059
28099,1.1963
28109,1.0751
28119,1.0995
28129,1.1663
28139,1.0314
28149,1.0951
28159,1.0837
28169,1.095
28179,1.1034
28189,1.0799
28199,1.0693
28209,1.0721
28219,1.045
28229,1.1122
28239,1.0538
28249,1.0696
28259,1.0799
28269,1.0821
28279,1.1313
28289,1.0883
28299,1.0163
28309,1.0584
28319,1.1255
28329,1.0981
28339,1.0789
28349,1.0758
28359,1.0555
28369,1.0928
28379,1.1128
28389,1.0824
28399,1.086
28409,1.131
28419,1.0367
28429,1.0653
28439,1.2049
28449,1.0768
28459,1.1059
28469,1.16
28479,1.0534
28489,1.0553
28499,1.0776
28509,1.1258
28519,1.0439
28529,1.0555
28539,1.0484
28549,1.134
28559,1.0779
28569,1.1676
28579,1.0233
28589,1.0437
28599,1.0439
28609,1.0376
28619,1.1358
28629,1.085
28639,1.1271
28649,1.1127
28659,1.1212
28669,1.119
28679,1.0214
28689,1.1192
28699,1.069
28709,1.1541
28719,1.053
28729,1.129
28739,1.1055
28749,1.1089
28759,1.0264
28769,1.1622
28779,1.1364
28789,1.027
28799,1.0955
28809,1.0085
28819,1.0885
28829,1.1652
28839,1.1489
28849,1.0609
28859,1.0976
28869,1.0315
28879,1.0346
28889,1.0612
28899,1.0354
28909,1.0743
28919,1.0721
28929,1.1198
28939,1.1304
28949,1.1176
28959,1.0744
28969,1.1292
28979,1.0659
28989,1.0774
28999,1.1138
29009,1.1457
29019,1.0855
29029,1.0863
29039,1.0428
29049,1.0584
29059,1.0631
29069,1.1034
29079,1.168
29089,1.0793
29099,1.033
29109,1.0719
29119,1.088
29129,1.0409
29139,1.1173
29149,1.1041
29159,1.0721
29169,1.1406
29179,1.0577
29189,1.1088
29199,1.084
29209,1.0775
29219,1.0951
29229,1.1344
29239,1.106
29249,1.0758
29259,1.158
29269,1.1593
29279,1.0377
29289,1.1379
29299,1.0839
29309,1.1136
29319,1.0621
29329,1.1117
29339,1.0518
29349,1.1475
29359,1.0477
29369,1.0982
29379,1.0698
29389,1.043
29399,1.0943
29409,1.1181
29419,1.1588
29429,1.1425
29439,1.07
29449,1.0684
29459,1.1273
29469,1.0324
29479,1.095
29489,1.1524
29499,1.1161
29509,1.1494
29519,1.1513
29529,1.0629
29539,1.116
29549,1.0704
29559,1.0832
29569,1.1036
29579,1.1582
29589,1.1389
29599,1.0934
29609,1.0833
29619,1.1004
29629,1.1649
29639,1.1093
29649,1.1104
29659,1.0395
29669,1.0666
29679,1.0861
29689,1.1432
29699,1.0979
29709,1.0465
29719,1.084
29729,1.0158
29739,1.1
29749,1.0596
29759,1.0838
29769,1.093
29779,1.0011
29789,1.149
29799,1.1854
29809,1.0722
29819,1.1293
29829,1.0997
29839,1.0508
29849,0.9994
29859,1.0972
29869,1.1223
29879,1.0384
29889,1.1588
29899,0.9773
29909,1.098
29919,1.0986
29929,1.0804
29939,1.1452
29949,1.0689
29959,1.0629
29969,1.0592
29979,1.1394
29989,1.0653
29999,1.0929
30009,1.0567
30019,1.0005
30029,1.1325
30039,1.1402
30049,1.0684
30059,1.1476
30069,1.1402
30079,1.0804
30089,1.0967
30099,1.0453
30109,1.1145
30119,1.0959
30129,1.1007
30139,1.0903
30149,1.1059
30159,1.0322
30169,1.0003
30179,1.1107
30189,1.0581
30199,1.1309
30209,1.1505
30219,0.9973
30229,1.0105
30239,1.1274
30249,1.1021
30259,1.1039
30269,1.0452
30279,1.0969
30289,1.1148
30299,1.0862
30309,1.0783
30319,1.0811
30329,1.0017
30339,1.0954
30349,1.1057
30359,1.1629
30369,1.0801
30379,1.0592
30389,1.052
30399,1.0756
30409,0.9996
30419,1.1733
30429,1.1272
30439,1.0956
30449,1.1082
30459,1.037
30469,1.1164
30479,1.0011
30489,1.0368
30499,1.0448
30509,1.0748
30519,1.1143
30529,1.1867
30539,1.2126
30549,1.1188
30559,1.0729
30569,1.0502
30579,1.1027
30589,1.0454
30599,1.1429
30609,1.0127
30619,1.0251
30629,1.042
30639,1.0789
30649,1.0604
30659,1.1678
30669,1.1137
30679,1.1145
30689,1.0551
30699,1.1056
30709,1.1353
30719,1.0907
30729,1.0426
30739,1.0771
30749,1.0767
30759,1.0764
30769,1.118
30779,1.0775
30789,1.0786
30799,1.1494
30809,1.1156
30819,1.1395
30829,1.0355
30839,1.1437
30849,1.0363
30859,1.0585
30869,1.1008
30879,1.0106
30889,1.073
30899,1.0436
30909,1.0446
30919,1.0944
30929,1.0464
30939,1.1121
30949,1.1176
30959,1.108
30969,1.0798
30979,1.0532
30989,1.1274
30999,1.1255
31009,1.0912
31019,1.082
31029,1.065
31039,1.128
31049,1.0588
31059,1.0467
31069,1.071
31079,1.0375
31089,1.0586
31099,1.1124
31109,1.1184
31119,1.1028
31129,1.1362
31139,1.0774
31149,1.1508
31159,1.1333
31169,1.1148
31179,1.1046
31189,1.1495
31199,1.0912
31209,1.0439
31219,1.0401
31229,1.0871
31239,1.1754
31249,1.1153
31259,1.145
31269,1.074
31279,1.0524
31289,1.0674
31299,1.1371
31309,1.1257
31319,1.1574
31329,1.1202
31339,1.1253
31349,1.1136
31359,1.0952
31369,1.2114
31379,1.0122
31389,1.1107
31399,1.048
31409,1.11
31419,1.0731
31429,1.1601
31439,1.0982
31449,1.1187
31459,1.1291
31469,1.0763
31479,1.0879
31489,1.1556
31499,1.0811
31509,1.1668
31519,1.0547
31529,1.1001
31539,1.1403
31549,1.0294
31559,1.1492
31569,1.1394
31579,1.0664
31589,1.0303
31599,1.1131
31609,1.1217
31619,1.1068
31629,1.0312
31639,1.088
31649,1.1459
31659,1.1371
31669,1.1362
31679,1.1148
31689,1.0646
31699,1.1345
31709,1.1181
31719,1.0874
31729,1.1273
31739,1.1041
31749,1.0784
31759,1.159
31769,1.1061
31779,1.1705
31789,1.1272
31799,1.0723
31809,1.02
31819,1.0427
31829,1.1253
31839,1.1624
31849,1.0387
31859,1.0806
31869,1.1287
31879,1.1131
31889,1.1109
31899,1.126
31909,1.0873
31919,1.1887
31929,1.0804
31939,1.1545
31949,1.019
31959,1.1023
31969,1.0514
31979,1.1417
31989,1.0479
31999,1.0554
32009,1.0706
32019,1.1551
32029,1.0687
32039,1.1232
32049,1.0667
32059,1.0587
32069,1.1171
32079,1.042
32089,1.0659
32099,1.033
32109,1.1299
32119,1.0752
32129,1.1641
32139,1.0742
32149,1.1008
32159,1.0984
32169,1.0532
32179,1.155
32189,1.0109
32199,1.1346
32209,1.1238
32219,1.0802
32229,1.05
32239,1.0602
32249,1.1472
32259,1.0417
32269,1.1019
32279,0.9834
32289,1.0517
32299,1.0729
32309,1.1002
32319,1.155
32329,1.0705
32339,1.1208
32349,1.1691
32359,1.0831
32369,1.0946
32379,1.0563
32389,1.0748
32399,1.2008
32409,1.0989
32419,1.0653
32429,1.0882
32439,1.1902
32449,1.0491
32459,1.1195
32469,1.1501
32479,1.0887
32489,1.1219
32499,1.1261
32509,1.0788
32519,1.0966
32529,1.1207
32539,1.0974
32549,1.0479
32559,1.1703
32569,1.0875
32579,1.14
32589,1.1324
32599,1.1126
32609,1.1055
32619,1.082
32629,1.0963
32639,1.0372
32649,1.0044
32659,1.1567
32669,1.0845
32679,1.008
32689,1.0636
32699,1.0642
32709,1.1542
32719,1.1152
32729,1.1114
32739,1.06
32749,1.1288
32759,1.0852
32769,1.1014
32779,1.1333
32789,1.0846
32799,1.1906
32809,1.1398
32812,1.017
32822,1.0615
32832,1.1284
32842,1.1184
32852,1.0004
32862,0.9548
32872,1.0632
32882,1.0238
32892,1.1338
32902,1.0134
32912,1.0654
32922,0.9878
32932,1.1127
32942,1.038
32952,1.0369
32962,1.0683
32972,1.0756
32982,1.028
32992,1.0583
33002,1.0898
33012,1.0976
33022,1.0905
33032,1.0607
33042,1.0924
33052,1.0069
33062,1.0261
33072,1.1312
33082,1.0375
33092,1.0548
33102,1.0753
33112,0.9578
33122,1.0879
33132,1.1186
33142,1.0774
33152,1.0586
33162,1.0681
33172,1.1018
33182,1.111
33192,1.0161
33202,1.0887
33212,1.0301
33222,0.9906
33232,1.0312
33242,1.0839
33252,0.9907
33262,1.0348
33272,1.0451
33282,1.0869
33292,1.0218
33302,1.1126
33312,1.1291
33322,1.0813
33332,1.0214
33342,1.0952
33352,1.1174
33362,1.1117
33372,1.1065
33382,0.976
33392,1.0711
33402,1.0861
33412,1.0841
33422,1.1301
33432,1.0278
33442,1.0621
33452,1.0813
33462,1.0395
33472,1.0774
33482,1.0449
33492,1.0557
33502,1.0679
33512,1.0639
33522,1.0707
33532,1.0046
33542,1.0132
33552,1.1279
33562,1.0746
33572,1.082
33582,1.0648
33592,1.0612
33602,1.0532
33612,1.1067
33622,1.0577
33632,1.017
33642,1.1037
33652,1.0891
33662,1.0059
33672,0.9918
33682,1.1284
33692,1.1118
33702,1.0196
33712,1.0626
33722,1.1201
33732,1.0822
33742,0.9548
33752,1.0422
33762,1.0613
33772,1.0202
33782,1.1081
33792,1.0699
33802,1.0756
33812,1.0118
33822,1.0076
33832,1.0998
33842,1.0308
33852,1.1356
33862,1.015
33872,1.0911
33882,1.0754
33892,1.1552
33902,1.0799
33912,1.0376
33922,1.0801
33932,0.9986
33942,1.0421
33952,1.0014
33962,1.0802
33972,1.0322
33982,1.0888
33992,1.0435
34002,1.088
34012,1.0767
34022,1.1449
34032,1.0468
34042,1.0618
34052,1.0446
34062,1.1033
34072,1.0342
34082,1.0913
34092,1.0451
34102,0.9969
34112,1.1293
34122,1.1095
34132,1.0051
34142,1.0842
34152,1.02
34162,1.0867
34172,0.9801
34182,1.1344
34192,1.1134
34202,1.1139
34212,0.9314
34222,1.0474
34232,1.0367
34242,1.0061
34252,1.0605
34262,1.0379
34272,1.0412
34282,1.0796
34292,1.0374
34302,1.1089
34312,1.0648
34322,0.9804
34332,1.0472
34342,1.0723
34352,1.0519
34362,1.0969
34372,1.0992
34382,1.142
34392,1.0276
34402,1.0546
34412,1.1208
34422,1.0632
34432,1.0221
34442,1.052
34452,1.1218
34462,1.1132
34472,1.0777
34482,1.0709
34492,1.0402
34502,1.0997
34512,1.075
34522,1.0427
34532,1.0973
34542,1.0615
34552,1.0868
34562,1.1077
34572,1.0757
34582,1.0755
34592,1.0551
34602,1.0658
34612,1.0574
34622,1.0889
34632,1.0802
34642,1.0869
34652,1.0432
34662,1.1021
34672,1.0488
34682,1.0347
34692,1.0389
34702,1.1233
34712,1.035
34722,0.9618
34732,1.0692
34742,1.0195
34752,1.1351
34762,1.0791
34772,1.0681
34782,1.0558
34792,1.051
34802,1.0742
34812,1.032
34822,1.0054
34832,1.083
34842,1.0676
34852,1.0169
34862,1.0879
34872,1.0819
34882,1.0083
34892,0.9843
34902,0.9897
34912,1.089
34922,1.0745
34932,1.1074
34942,1.0366
34952,1.1135
34962,1.0675
34972,1.0983
34982,1.0713
34992,1.0052
35002,1.0411
35012,1.0216
35022,1.0479
35032,0.9793
35042,1.1425
35052,1.0939
35062,1.0123
35072,1.1637
35082,1.0946
35092,1.2114
35102,1.0411
35112,1.0212
35122,1.109
35132,1.0192
35142,1.0981
35152,1.0654
35162,1.0705
35172,1.083
35182,1.1063
35192,1.1869
35202,1.0277
35212,1.1348
35222,1.0841
35232,1.0698
35242,1.0263
35252,1.0875
35262,1.1132
35272,1.0867
35282,1.0369
35292,1.0303
35302,1.1277
35312,1.069
35322,1.0579
35332,1.0293
35342,1.0568
35352,1.1092
35362,1.0906
35372,1.0688
35382,1.0671
35392,1.0975
35402,0.9845
35412,1.1469
35422,1.0794
35432,1.0834
35442,1.0918
35452,1.0003
35462,1.0587
35472,1.1181
35482,1.078
